study_id,site_id,site_name,investigator,country,region,lat,lon,status,activation_date,days_to_activate,patients_screened,patients_enrolled,screen_fail_rate,enrollment_rate_per_month,target_enrollment,quality_score,query_rate_per_100_crfs,protocol_deviations,major_deviations,monitoring_visits_completed,monitoring_visits_planned,last_monitoring_visit
BIO-2031-135,SITE-1363,Center for Advanced Medicine - India,Dr. Petrov,India,Asia-Pacific,18.636920308738716,77.96703536036439,Active,2023-07-28,38,20,15,28.3,2.66,7,1.0,1.9,1,1,3,8,2026-02-04
BIO-2031-135,SITE-1364,Translational Research Hospital - United States,Dr. Garcia,United States,North America,39.509282136904545,-99.05187945228951,Active,2023-09-15,87,12,10,23.0,1.47,6,0.524,8.2,2,0,9,15,2026-01-24
BIO-2031-135,SITE-1365,Memorial Cancer Center - India,Dr. Johnson,India,Asia-Pacific,20.055497442712387,77.63515891179523,Active,2023-09-19,91,18,14,23.4,2.86,12,0.93,5.0,1,0,10,16,2026-01-29
BIO-2031-135,SITE-1366,Institute of Clinical Sciences - Canada,Dr. Petrov,Canada,North America,54.28172178125233,-106.82345007833564,Active,2023-07-28,38,12,11,8.6,1.92,10,0.668,5.8,0,0,2,14,2026-02-09
BIO-2031-135,SITE-1367,Translational Research Hospital - United States,Dr. Thompson,United States,North America,41.05959844060548,-98.29764751797133,Active,2023-09-04,76,12,10,21.0,1.42,4,0.724,8.0,0,0,11,16,2025-12-27
BIO-2031-135,SITE-1368,General Hospital - Brazil,Dr. Fischer,Brazil,Latin America,-11.632596220827837,-49.929731126390124,Active,2023-09-10,82,7,5,34.3,1.56,6,0.484,3.3,3,0,6,17,2026-01-07
BIO-2031-135,SITE-1369,Memorial Cancer Center - France,Dr. Schmidt,France,Europe,48.19314691384535,2.9403423221622855,Active,2023-08-24,65,16,13,22.1,2.13,6,0.657,7.7,2,1,10,17,2026-02-02
BIO-2031-135,SITE-1370,Comprehensive Care Center - Canada,Dr. Patel,Canada,North America,57.50444118603527,-109.11534893044504,Active,2023-08-18,59,22,17,25.5,3.93,11,0.96,0.0,1,0,5,8,2025-12-18
BIO-2031-135,SITE-1371,Health Sciences Center - South Korea,Dr. Petrov,South Korea,Asia-Pacific,35.29135534486476,125.7209158468671,Active,2023-08-27,68,2,2,29.5,0.45,7,0.644,3.4,3,1,6,11,2026-02-01
BIO-2031-135,SITE-1372,Translational Research Hospital - Spain,Dr. Mueller,Spain,Europe,38.5095561126369,-6.018476095727951,Active,2023-08-31,72,4,4,15.0,0.69,13,0.941,4.0,1,0,6,15,2026-01-12
BIO-2031-135,SITE-1373,National Medical Center - United States,Dr. Singh,United States,North America,38.491996116109824,-100.18723389053966,Active,2023-07-20,30,0,0,25.8,0.0,6,0.82,3.2,0,0,7,12,2026-01-17
BIO-2031-135,SITE-1374,Clinical Research Center - Brazil,Dr. Brown,Brazil,Latin America,-14.699830961959199,-52.58747340162073,Active,2023-10-20,122,13,11,20.0,1.88,12,0.712,2.7,1,1,5,8,2026-02-01
BIO-2031-135,SITE-1375,Institute of Clinical Sciences - Canada,Dr. Anderson,Canada,North America,53.846071904654465,-108.01436914413844,Active,2023-10-21,123,12,7,43.1,1.5,9,1.0,5.3,2,0,9,12,2025-12-16
BIO-2031-135,SITE-1376,Metropolitan Hospital - Canada,Dr. Nakamura,Canada,North America,56.461031373404154,-108.37704445295553,Active,2023-10-03,105,11,8,30.8,1.97,13,0.826,7.3,3,0,1,15,2026-01-19
BIO-2031-135,SITE-1377,National Medical Center - Brazil,Dr. Anderson,Brazil,Latin America,-11.546597683053001,-51.7366441304971,Active,2023-08-12,53,13,9,33.5,1.76,6,0.734,3.0,2,0,11,9,2026-01-24
BIO-2031-135,SITE-1378,Academic Health System - Argentina,Dr. O'Brien,Argentina,Latin America,-36.431740285354486,-65.65499671154518,Active,2023-10-31,133,15,9,41.1,1.13,10,0.953,9.0,2,0,6,14,2026-01-21
BIO-2031-135,SITE-1379,University Medical Center - United States,Dr. Kim,United States,North America,41.4408441069366,-96.24927404570504,Active,2023-08-18,59,12,9,28.1,1.21,9,0.683,3.9,1,0,2,15,2026-01-21
BIO-2031-135,SITE-1380,Comprehensive Care Center - France,Dr. Chen,France,Europe,45.563866973503465,0.7918786419750488,Active,2023-09-17,89,28,21,26.4,3.42,11,0.491,4.2,3,0,6,12,2026-02-05
BIO-2031-135,SITE-1381,Regional Research Institute - India,Dr. Dubois,India,Asia-Pacific,21.34965365064437,76.4795320949672,Closed,2023-08-20,61,39,24,39.0,2.71,11,0.711,5.1,1,0,8,9,2025-12-17
BIO-2031-135,SITE-1382,Biomedical Research Institute - Japan,Dr. O'Brien,Japan,Asia-Pacific,37.15667395229383,140.68674590528565,Active,2023-12-01,164,26,18,33.3,3.15,11,0.817,9.1,0,1,6,6,2026-01-14
BIO-2031-135,SITE-1383,Community Health Network - South Korea,Dr. Lee,South Korea,Asia-Pacific,36.02342326579504,127.05063045207203,Active,2023-09-23,95,3,2,33.8,0.41,11,0.743,8.3,2,0,10,6,2026-01-12
BIO-2031-135,SITE-1384,Center for Advanced Medicine - Canada,Dr. Martinez,Canada,North America,58.13858834423162,-103.31697849144565,Active,2023-08-21,62,0,0,6.6,0.0,7,0.492,10.4,2,2,6,12,2025-12-29
BIO-2031-135,SITE-1385,Center for Advanced Medicine - Spain,Dr. Rossi,Spain,Europe,41.360713417977045,-1.6835243489989704,Active,2023-08-26,67,25,19,26.1,2.54,9,0.839,7.3,3,0,1,14,2026-01-31
BIO-2031-135,SITE-1386,Translational Research Hospital - Spain,Dr. Singh,Spain,Europe,42.64293092697352,-5.981051447744397,Active,2023-11-04,137,23,16,32.9,2.24,13,0.849,3.9,2,0,7,11,2026-02-09
BIO-2031-135,SITE-1387,Institute of Clinical Sciences - Argentina,Dr. Kim,Argentina,Latin America,-39.96657182599454,-66.34907025728121,Active,2023-09-05,77,19,14,28.6,3.26,9,0.928,2.1,0,0,3,16,2026-02-05
BIO-2031-135,SITE-1388,National Medical Center - Spain,Dr. Brown,Spain,Europe,38.590235239086205,-0.9301570461081763,Active,2023-10-13,115,14,8,45.9,0.77,11,0.686,4.3,3,0,3,13,2026-01-13
BIO-2031-135,SITE-1389,Translational Research Hospital - India,Dr. Fischer,India,Asia-Pacific,20.809424518295867,77.99105489869252,Active,2023-08-07,48,7,5,30.4,1.11,7,0.918,6.4,2,0,5,13,2026-01-16
BIO-2031-135,SITE-1390,Biomedical Research Institute - Brazil,Dr. Singh,Brazil,Latin America,-12.987416869723052,-50.57464068568741,Active,2023-08-30,71,25,21,16.5,3.38,4,0.654,7.1,1,0,1,14,2025-12-28
BIO-2031-135,SITE-1391,General Hospital - United States,Dr. Schmidt,United States,North America,38.249510004025,-98.17079849800506,Active,2023-09-20,92,18,13,29.0,2.24,4,0.787,3.7,2,0,3,16,2025-12-27
BIO-2031-135,SITE-1392,Translational Research Hospital - France,Dr. Mueller,France,Europe,43.9354989390431,4.76760520742213,Active,2023-08-23,64,16,11,33.7,1.87,11,0.762,5.5,4,0,11,13,2026-02-07
BIO-2031-135,SITE-1393,National Medical Center - United States,Dr. Dubois,United States,North America,38.291214463562554,-99.67506847308721,Active,2023-10-20,122,17,15,15.5,2.1,7,0.587,8.7,2,0,4,11,2026-01-25
BIO-2031-135,SITE-1394,National Medical Center - India,Dr. Silva,India,Asia-Pacific,22.15045184479823,77.24943582331095,Active,2023-11-01,134,21,18,16.1,3.45,12,0.621,3.9,4,0,4,9,2025-12-27
BIO-2031-135,SITE-1395,National Medical Center - Canada,Dr. Singh,Canada,North America,57.588208436049534,-108.46624056850649,Active,2023-10-24,126,16,11,34.8,1.66,11,0.815,6.3,0,1,1,12,2026-01-01
BIO-2031-135,SITE-1396,Teaching Hospital - United States,Dr. Patel,United States,North America,42.735113449188695,-98.7258292951136,Active,2023-10-30,132,30,25,16.8,4.09,13,0.557,2.3,2,0,3,12,2025-12-25
BIO-2031-135,SITE-1397,Community Health Network - France,Dr. Singh,France,Europe,45.497455969078715,0.7069504081497144,Active,2023-08-25,66,15,10,34.4,2.23,12,0.699,9.6,2,0,9,10,2025-12-21
BIO-2031-135,SITE-1398,Metropolitan Hospital - South Korea,Dr. Thompson,South Korea,Asia-Pacific,36.18007699933272,128.955782821506,Active,2023-09-27,99,17,14,21.9,3.71,5,0.631,4.3,1,1,2,7,2026-01-30
BIO-2031-135,SITE-1399,Metropolitan Hospital - Japan,Dr. Chen,Japan,Asia-Pacific,36.88784671432701,135.4822343204885,Pending,2023-09-14,86,21,13,38.7,1.88,12,0.655,6.7,2,0,10,7,2026-02-06
BIO-2031-135,SITE-1400,Clinical Research Center - Japan,Dr. Schmidt,Japan,Asia-Pacific,34.144271089213206,139.2258482569147,Active,2023-09-10,82,8,6,32.8,1.49,5,0.613,4.9,1,0,3,7,2026-01-28
BIO-2031-135,SITE-1401,Teaching Hospital - France,Dr. Rossi,France,Europe,44.092035382177095,1.9378474699490402,Active,2023-09-15,87,28,25,12.2,2.88,11,0.896,11.2,2,0,7,9,2026-01-31
BIO-2031-135,SITE-1402,Translational Research Hospital - India,Dr. O'Brien,India,Asia-Pacific,22.551157608834142,77.72927614434725,Closed,2023-09-03,75,18,16,14.2,1.92,5,0.778,6.2,1,0,10,10,2026-01-08
BIO-2031-135,SITE-1403,Memorial Cancer Center - Brazil,Dr. Dubois,Brazil,Latin America,-15.305226132950493,-51.336757393992826,Active,2023-08-19,60,0,0,5.0,0.0,8,0.882,2.0,2,0,1,14,2026-01-26
BIO-2031-135,SITE-1404,Academic Health System - South Korea,Dr. Martinez,South Korea,Asia-Pacific,38.603206847169,130.58248616139684,Active,2023-07-20,30,17,12,33.3,2.65,13,0.523,5.1,2,1,7,7,2026-02-12
BIO-2031-135,SITE-1405,University Medical Center - France,Dr. Dubois,France,Europe,48.983662405613664,0.13405127658542604,Active,2023-08-27,68,9,7,26.3,1.12,6,0.886,3.3,1,1,1,8,2026-02-02
BIO-2031-135,SITE-1406,Memorial Cancer Center - India,Dr. Mueller,India,Asia-Pacific,19.627673426271745,77.75988081861283,Pending,2023-08-20,61,4,3,34.9,0.88,6,0.997,3.0,1,1,1,15,2026-01-24
BIO-2031-135,SITE-1407,Memorial Cancer Center - Japan,Dr. Nakamura,Japan,Asia-Pacific,34.13528418517884,136.4386713944972,Active,2023-10-11,113,20,15,27.6,2.19,7,0.792,8.5,2,0,10,7,2025-12-28
BIO-2031-135,SITE-1408,Regional Research Institute - Brazil,Dr. Rossi,Brazil,Latin America,-12.596991157933887,-50.9411837915981,Active,2023-10-04,106,1,1,18.4,0.56,6,0.678,4.7,0,0,2,6,2026-01-06
BIO-2031-135,SITE-1409,Academic Health System - Spain,Dr. Taylor,Spain,Europe,42.28297478955706,-3.7389449040364005,Active,2023-09-10,82,17,17,5.0,2.31,11,0.568,2.8,0,0,1,13,2025-12-22
BIO-2031-135,SITE-1410,Health Sciences Center - Spain,Dr. Silva,Spain,Europe,39.7186601055849,-4.7182349471911955,Active,2023-09-24,96,9,7,29.2,1.71,12,0.871,5.3,0,0,11,9,2025-12-30
BIO-2031-135,SITE-1411,Biomedical Research Institute - Canada,Dr. Garcia,Canada,North America,55.02997482836848,-108.50702933484986,Active,2023-08-22,63,28,24,16.5,2.7,10,0.796,2.8,1,0,8,8,2025-12-26
BIO-2031-135,SITE-1412,Memorial Cancer Center - Spain,Dr. Rossi,Spain,Europe,42.09590937693726,-3.96808953962843,Active,2023-09-18,90,16,12,28.4,1.1,8,0.455,6.9,0,0,10,11,2026-01-23
BIO-2031-135,SITE-1413,General Hospital - United States,Dr. Chen,United States,North America,41.81342425978736,-95.6967207591504,Active,2023-09-21,93,25,19,26.1,2.52,8,0.752,2.7,1,0,2,10,2026-01-18
BIO-2031-135,SITE-1414,Center for Advanced Medicine - South Korea,Dr. Anderson,South Korea,Asia-Pacific,33.935654677413645,124.71579293347753,Active,2023-08-21,62,0,0,25.5,0.0,7,0.891,4.3,0,0,2,11,2026-02-04
BIO-2031-135,SITE-1415,Institute of Clinical Sciences - Brazil,Dr. Nakamura,Brazil,Latin America,-12.711029205827822,-52.08207445829026,Active,2023-08-27,68,10,9,17.6,1.02,11,0.718,0.0,0,0,2,12,2026-01-01
BIO-2031-135,SITE-1416,Community Health Network - Japan,Dr. O'Brien,Japan,Asia-Pacific,38.83556137346915,135.211591485749,Active,2023-11-01,134,13,12,11.1,1.05,10,0.993,3.8,2,0,2,16,2026-02-02
BIO-2031-135,SITE-1417,Biomedical Research Institute - Canada,Dr. Silva,Canada,North America,55.456713877972234,-105.12615547932755,Pending,2023-09-09,81,32,22,31.7,3.04,9,0.643,8.5,2,0,4,14,2026-01-08
BIO-2031-135,SITE-1418,Medical Research Clinic - Japan,Dr. O'Brien,Japan,Asia-Pacific,36.55929899346191,139.93804168275653,Active,2023-09-18,90,5,4,25.1,0.48,10,0.528,4.0,3,0,4,7,2026-01-01
BIO-2031-135,SITE-1419,Institute of Clinical Sciences - India,Dr. O'Brien,India,Asia-Pacific,22.226816289024935,79.86759183759055,Active,2023-08-20,61,19,16,17.8,3.06,12,0.758,5.4,3,0,1,10,2026-01-02
BIO-2031-135,SITE-1420,Biomedical Research Institute - France,Dr. Williams,France,Europe,45.40594827635465,2.7465722832136845,Active,2023-10-06,108,32,25,22.1,4.66,10,0.817,7.4,0,0,6,15,2025-12-22
BIO-2031-135,SITE-1421,Center for Advanced Medicine - Spain,Dr. Chen,Spain,Europe,41.80642785525948,-3.252552979161898,Active,2023-07-29,39,14,9,36.0,1.55,9,0.61,3.7,2,0,6,10,2025-12-27
BIO-2031-135,SITE-1422,Community Health Network - Canada,Dr. Taylor,Canada,North America,55.94141699144788,-106.83248560912678,Pending,2023-08-31,72,2,2,16.4,0.52,7,0.963,2.5,6,1,3,15,2025-12-18
BIO-2031-135,SITE-1423,Health Sciences Center - France,Dr. Petrov,France,Europe,43.32286250017319,2.3312506622414615,Active,2023-09-28,100,24,14,43.6,2.37,6,0.736,4.9,2,1,2,6,2026-01-03
BIO-2031-135,SITE-1424,University Medical Center - United States,Dr. O'Brien,United States,North America,39.87457130825994,-97.46371833099738,Active,2023-09-08,80,7,6,18.5,1.39,6,0.701,11.0,1,0,8,9,2026-02-02
BIO-2031-135,SITE-1425,Center for Advanced Medicine - Spain,Dr. Patel,Spain,Europe,42.99495067866608,-2.1994455228781655,Active,2023-12-12,175,4,3,32.3,0.52,8,0.979,10.7,1,0,2,10,2026-01-22
BIO-2031-135,SITE-1426,Academic Health System - Spain,Dr. Garcia,Spain,Europe,41.52163013400022,-2.244035688061472,Active,2023-11-14,147,8,6,27.1,0.84,13,0.599,2.9,4,0,11,16,2026-01-25
BIO-2031-135,SITE-1427,Biomedical Research Institute - India,Dr. Patel,India,Asia-Pacific,22.970637354380553,79.85546722230524,Active,2023-09-02,74,14,10,30.6,1.56,12,0.866,9.8,1,0,1,9,2026-01-14
BIO-2031-135,SITE-1428,Teaching Hospital - Canada,Dr. Lopez,Canada,North America,55.86123970893969,-103.87739643160536,Active,2023-11-25,158,8,6,27.3,1.81,9,0.751,3.3,0,0,2,15,2025-12-30
BIO-2031-135,SITE-1429,Medical Research Clinic - France,Dr. Tanaka,France,Europe,49.09766952972133,0.8448170031516302,Active,2023-09-30,102,0,0,27.9,0.0,8,0.533,6.3,4,1,3,6,2026-02-11
BIO-2031-135,SITE-1430,Teaching Hospital - India,Dr. Garcia,India,Asia-Pacific,19.47492995685713,77.98818091624952,Active,2023-10-31,133,0,0,38.0,0.67,13,0.614,3.6,1,0,4,6,2026-02-03
BIO-2031-135,SITE-1431,Medical Research Clinic - Brazil,Dr. Patel,Brazil,Latin America,-16.16983604122905,-54.284792771324135,Active,2023-07-20,30,5,5,15.8,0.75,5,1.0,7.1,2,0,8,17,2026-01-17
BIO-2031-135,SITE-1432,Metropolitan Hospital - Argentina,Dr. Lopez,Argentina,Latin America,-38.58418202183996,-61.05226309294483,Active,2023-09-23,95,14,10,29.6,1.43,10,0.706,3.9,0,0,2,16,2025-12-19
BIO-2031-135,SITE-1433,Community Health Network - India,Dr. Williams,India,Asia-Pacific,20.453723685849553,78.44637775649122,Pending,2023-07-20,30,15,10,37.1,1.51,9,0.736,1.0,2,1,7,15,2026-02-02
BIO-2031-135,SITE-1434,Comprehensive Care Center - Canada,Dr. Tanaka,Canada,North America,53.180537490720766,-106.76286352859883,Active,2023-07-20,30,0,0,7.0,0.0,4,0.447,8.1,2,0,1,9,2025-12-25
BIO-2031-135,SITE-1435,Biomedical Research Institute - Canada,Dr. Johnson,Canada,North America,57.18557121986102,-103.91654004885015,Pending,2023-10-09,111,10,9,16.5,1.99,13,0.574,7.3,3,0,6,10,2026-01-24
BIO-2031-135,SITE-1436,Academic Health System - Brazil,Dr. Garcia,Brazil,Latin America,-12.036931080475329,-52.05743907756768,Active,2023-08-25,66,31,27,14.6,4.15,9,0.904,2.1,2,0,3,7,2025-12-19
BIO-2031-135,SITE-1437,Medical Research Clinic - Brazil,Dr. Nakamura,Brazil,Latin America,-15.921636693894786,-53.273622059157816,Active,2023-08-16,57,18,17,7.2,2.39,9,0.936,2.3,4,1,1,16,2026-02-07
BIO-2031-135,SITE-1438,Biomedical Research Institute - United States,Dr. Brown,United States,North America,40.42236030521078,-96.69753482503793,Active,2023-08-22,63,14,11,24.6,1.92,13,0.662,0.2,2,1,7,6,2026-01-18
BIO-2031-135,SITE-1439,University Medical Center - United States,Dr. Anderson,United States,North America,36.82146526760019,-101.22075087268558,Active,2023-09-23,95,10,7,30.1,0.9,10,0.768,6.0,2,0,2,14,2025-12-26
BIO-2031-135,SITE-1440,Health Sciences Center - Japan,Dr. Singh,Japan,Asia-Pacific,35.20168934586609,135.4276298776156,Active,2023-10-07,109,11,9,20.6,1.41,13,0.566,4.7,2,0,6,17,2026-01-24
BIO-2031-135,SITE-1441,Clinical Research Center - Spain,Dr. Johnson,Spain,Europe,41.2026742372595,-1.4192118793981505,Pending,2023-09-02,74,6,5,27.0,0.61,13,0.833,5.8,2,1,8,6,2026-01-11
BIO-2031-135,SITE-1442,Comprehensive Care Center - France,Dr. Schmidt,France,Europe,49.18508247397138,2.1610021844357004,Active,2023-09-01,73,0,0,5.0,0.0,9,0.648,8.2,0,1,10,8,2026-02-01
BIO-2031-135,SITE-1443,National Medical Center - Argentina,Dr. Singh,Argentina,Latin America,-37.64292328245291,-64.87922562486877,Closed,2023-09-15,87,28,19,34.5,2.31,10,0.841,3.8,2,1,3,16,2025-12-26
BIO-2031-135,SITE-1444,Translational Research Hospital - Argentina,Dr. Petrov,Argentina,Latin America,-36.71433108629708,-61.55730251016717,Active,2023-09-20,92,14,9,37.0,1.66,12,0.691,3.4,2,0,2,9,2026-02-08
BIO-2031-135,SITE-1445,Clinical Research Center - United States,Dr. Williams,United States,North America,37.80928161400526,-98.95221304125826,Active,2023-09-18,90,18,10,46.9,0.98,4,0.713,7.2,6,0,8,12,2026-01-04
BIO-2031-135,SITE-1446,Biomedical Research Institute - France,Dr. Rossi,France,Europe,43.50011292541312,2.123497362072706,Active,2023-08-30,71,0,0,28.3,0.0,6,0.772,4.7,3,0,3,12,2026-01-15
BIO-2031-135,SITE-1447,Biomedical Research Institute - Spain,Dr. Tanaka,Spain,Europe,37.55808399316351,-2.265251997180723,Active,2023-09-27,99,10,7,30.9,1.91,11,0.58,2.6,1,0,8,10,2026-01-03
BIO-2031-135,SITE-1448,Clinical Research Center - Spain,Dr. Tanaka,Spain,Europe,39.99362772672901,-4.223421563507238,Active,2023-08-30,71,6,5,19.1,0.8,10,0.778,7.3,1,1,11,10,2026-01-14
BIO-2031-135,SITE-1449,Community Health Network - Japan,Dr. Chen,Japan,Asia-Pacific,35.12419571024794,139.15271670608547,Active,2023-10-17,119,13,11,19.5,2.12,9,0.704,8.2,4,0,3,12,2025-12-29
BIO-2031-135,SITE-1450,Community Health Network - United States,Dr. Williams,United States,North America,39.948900502188444,-98.23638152625838,Active,2023-09-24,96,5,5,14.3,1.31,7,0.736,3.2,0,1,2,15,2026-01-30
BIO-2031-135,SITE-1451,General Hospital - France,Dr. Taylor,France,Europe,44.03716068335802,3.8606096281004376,Active,2023-10-15,117,4,4,18.5,1.33,8,0.693,0.0,2,0,9,14,2026-02-07
BIO-2031-135,SITE-1452,Regional Research Institute - France,Dr. Lee,France,Europe,44.00715295373511,0.2367379112947794,Active,2023-08-22,63,22,12,46.9,1.64,7,0.893,4.8,1,0,8,13,2026-01-28
BIO-2031-135,SITE-1453,Community Health Network - United States,Dr. Rossi,United States,North America,41.33056380378888,-96.99513171175337,Active,2023-09-21,93,16,12,28.1,1.91,9,0.764,8.7,0,0,1,13,2025-12-18
BIO-2031-135,SITE-1454,Medical Research Clinic - France,Dr. Brown,France,Europe,47.581464997621545,2.2748482247171022,Active,2023-09-27,99,1,1,29.4,0.22,8,0.777,6.0,2,0,7,15,2025-12-19
BIO-2031-135,SITE-1455,Biomedical Research Institute - France,Dr. Yamamoto,France,Europe,44.98708409016013,1.9354956221326827,Active,2023-09-01,73,6,5,28.0,1.18,12,0.74,5.3,2,0,6,17,2026-01-02
BIO-2031-135,SITE-1456,National Medical Center - Argentina,Dr. Martinez,Argentina,Latin America,-38.06988885476825,-64.87672457323583,Pending,2023-10-03,105,8,6,26.6,1.27,11,0.779,4.9,2,0,10,13,2026-01-30
BIO-2031-135,SITE-1457,Community Health Network - India,Dr. Yamamoto,India,Asia-Pacific,22.714192095572265,80.4393159603469,Active,2023-09-28,100,20,18,13.8,3.16,7,0.758,0.3,1,0,3,13,2026-02-02
BIO-2031-135,SITE-1458,Translational Research Hospital - United States,Dr. Brown,United States,North America,40.14658855458837,-97.59198336519877,Active,2023-08-31,72,17,14,18.4,2.87,10,0.661,6.4,3,0,5,8,2025-12-22
BIO-2031-135,SITE-1459,Teaching Hospital - Japan,Dr. Rossi,Japan,Asia-Pacific,37.82857993395762,135.21310456703333,Pending,2023-10-08,110,16,12,25.5,1.75,7,0.995,2.8,1,0,4,17,2026-01-02
BIO-2031-135,SITE-1460,Academic Health System - Argentina,Dr. Garcia,Argentina,Latin America,-40.615810477510124,-65.55976105945496,Active,2023-10-16,118,3,2,33.5,1.03,8,0.751,8.1,2,0,7,17,2025-12-29
BIO-2031-135,SITE-1461,Center for Advanced Medicine - Japan,Dr. Mueller,Japan,Asia-Pacific,34.13540746123968,139.53349146850556,Active,2023-10-26,128,13,11,17.7,1.72,10,0.712,3.5,1,1,4,7,2025-12-24
BIO-2031-135,SITE-1462,Clinical Research Center - United States,Dr. Petrov,United States,North America,41.431786606099294,-101.26944612616565,Active,2023-09-02,74,6,5,26.0,1.19,12,1.0,1.8,1,0,1,8,2026-02-08
BIO-2031-135,SITE-1463,University Medical Center - France,Dr. Singh,France,Europe,45.23717351478416,-0.1511243459768079,Active,2023-10-31,133,21,14,35.9,1.86,5,0.75,3.0,2,1,9,7,2025-12-24
BIO-2032-447,SITE-1464,General Hospital - Japan,Dr. Lee,Japan,Asia-Pacific,35.63093724251699,136.46347514302965,Active,2024-10-25,108,2,2,26.7,0.25,4,0.657,0.1,1,1,8,9,2026-01-11
BIO-2032-447,SITE-1465,Regional Research Institute - Japan,Dr. Silva,Japan,Asia-Pacific,34.162245411000036,139.08551353281084,Pending,2024-10-05,88,4,3,33.7,0.75,2,0.831,2.2,4,0,7,16,2026-01-31
BIO-2032-447,SITE-1466,Comprehensive Care Center - Japan,Dr. Yamamoto,Japan,Asia-Pacific,39.025863149534885,139.27118846438037,Active,2024-08-26,48,27,22,18.9,3.52,3,0.887,7.0,0,0,4,6,2025-12-25
BIO-2032-447,SITE-1467,Center for Advanced Medicine - India,Dr. Thompson,India,Asia-Pacific,22.752507555145353,78.32142235469762,Active,2024-11-07,121,2,2,16.6,1.14,3,0.502,10.3,5,2,4,7,2026-01-26
BIO-2032-447,SITE-1468,Center for Advanced Medicine - United Kingdom,Dr. Thompson,United Kingdom,Europe,53.2525474906725,-0.863911395960328,Active,2024-09-28,81,12,12,7.1,2.7,4,1.0,7.4,2,0,11,9,2026-01-08
BIO-2032-447,SITE-1469,Academic Health System - Japan,Dr. Thompson,Japan,Asia-Pacific,36.88785691360932,140.2953148681646,Active,2024-08-26,48,24,17,31.4,3.54,4,0.895,5.7,0,1,8,8,2026-01-29
BIO-2032-447,SITE-1470,Comprehensive Care Center - United Kingdom,Dr. Kim,United Kingdom,Europe,57.54986235174471,-0.8555331682343836,Active,2024-10-10,93,2,2,29.2,0.73,4,0.509,1.6,4,0,10,12,2025-12-25
BIO-2032-447,SITE-1471,Metropolitan Hospital - India,Dr. Thompson,India,Asia-Pacific,20.09426785489909,80.26989306296241,Active,2024-11-14,128,0,0,13.6,0.0,4,0.579,5.6,0,0,6,17,2026-01-24
BIO-2032-447,SITE-1472,Memorial Cancer Center - India,Dr. Silva,India,Asia-Pacific,22.413732898182126,81.82922095636185,Active,2024-10-27,110,11,9,19.4,1.87,3,0.696,4.8,1,1,7,13,2026-02-08
BIO-2032-447,SITE-1473,University Medical Center - Japan,Dr. Tanaka,Japan,Asia-Pacific,36.48686950834882,139.65979503384187,Active,2024-08-16,38,32,22,33.2,2.63,1,0.768,0.0,0,0,3,13,2026-02-04
BIO-2032-447,SITE-1474,General Hospital - United Kingdom,Dr. Taylor,United Kingdom,Europe,54.18710543325463,-2.1988746350172605,Active,2024-11-02,116,16,14,17.5,2.36,4,0.978,5.4,2,0,4,9,2026-01-20
BIO-2032-447,SITE-1475,Institute of Clinical Sciences - Japan,Dr. O'Brien,Japan,Asia-Pacific,36.372831308940604,139.72282090261126,Active,2024-09-30,83,23,18,24.2,2.17,4,0.623,0.0,3,0,3,10,2025-12-24
BIO-2032-447,SITE-1476,Translational Research Hospital - United Kingdom,Dr. Dubois,United Kingdom,Europe,56.90207517988461,-0.7481534071384588,Active,2024-10-15,98,15,11,28.0,1.86,4,0.873,7.2,4,0,5,12,2026-01-12
BIO-2032-447,SITE-1477,Biomedical Research Institute - United Kingdom,Dr. Tanaka,United Kingdom,Europe,53.813170968567505,-4.451496346196788,Active,2024-09-02,55,0,0,20.8,0.0,4,0.759,4.2,3,0,8,11,2026-01-22
BIO-2032-447,SITE-1478,Comprehensive Care Center - Japan,Dr. Anderson,Japan,Asia-Pacific,37.54281665978314,140.63281215282447,Active,2024-10-30,113,0,0,16.3,0.0,3,0.746,6.5,4,1,8,13,2026-02-05
BIO-2032-447,SITE-1479,Regional Research Institute - India,Dr. Petrov,India,Asia-Pacific,19.562549036009834,78.82836093761799,Pending,2024-09-04,57,12,10,18.5,2.36,2,0.883,0.9,0,0,5,6,2026-01-22
BIO-2032-447,SITE-1480,Biomedical Research Institute - Japan,Dr. Yamamoto,Japan,Asia-Pacific,37.20760241273446,137.7765127211135,Active,2024-09-28,81,12,10,17.9,2.47,1,0.858,4.8,1,1,2,15,2026-01-18
BIO-2032-447,SITE-1481,Health Sciences Center - India,Dr. Johnson,India,Asia-Pacific,20.446235839847716,78.00686214334088,Active,2024-11-17,131,13,9,32.9,1.51,4,1.0,3.1,1,0,1,16,2025-12-28
BIO-2032-447,SITE-1482,Institute of Clinical Sciences - United Kingdom,Dr. Kim,United Kingdom,Europe,52.98257477488391,-5.567344695324215,Active,2024-09-29,82,15,11,28.4,1.49,2,0.731,4.8,0,0,3,12,2025-12-25
BIO-2032-447,SITE-1483,Community Health Network - Japan,Dr. Williams,Japan,Asia-Pacific,33.991019706821085,139.18606574878828,Active,2024-09-21,74,20,17,16.8,2.64,3,0.792,7.5,2,1,4,7,2026-01-04
BIO-2032-447,SITE-1484,Comprehensive Care Center - Japan,Dr. Petrov,Japan,Asia-Pacific,37.039584124703154,139.8329139889587,Pending,2024-10-03,86,13,12,11.6,2.38,1,0.884,5.8,0,1,5,14,2026-01-03
